Insulation,Temperature,Avg_Age,Home_Size,Predicted_Heating_Oil
4,75,15.4,3,122.0
10,45,17.2,7,182.0
10,43,33.3,7,216.0
6,39,30.2,5,194.0
6,75,64.8,1,221.0
3,55,72.1,3,248.0
6,56,54.1,2,218.0
7,48,36.2,7,208.0
6,86,62.5,8,229.0
5,76,37.5,5,175.0
8,61,65.3,3,246.0
10,53,64.6,8,274.0
4,53,54.1,5,223.0
2,74,48.0,6,190.0
3,41,21.5,2,156.0
7,80,26.1,8,165.0
3,58,15.6,5,139.0
8,68,69.1,5,254.0
5,76,47.8,5,195.0
4,81,67.8,1,216.0
2,77,31.5,4,149.0
4,46,15.5,7,158.0
9,87,33.5,8,180.0
7,87,43.7,2,176.0
7,46,54.7,3,234.0
2,90,30.7,4,137.0
10,55,62.1,6,261.0
3,73,39.8,1,163.0
6,62,38.3,4,188.0
10,82,17.6,6,150.0
3,52,63.2,6,242.0
7,61,23.5,5,166.0
8,53,27.0,5,183.0
9,58,52.3,1,220.0
5,87,62.4,4,212.0
10,64,19.6,3,160.0
6,59,64.6,7,252.0
9,44,23.1,1,173.0
9,86,53.0,3,205.0
10,57,54.6,5,241.0
7,82,67.0,8,245.0
8,81,71.7,2,240.0
5,76,69.7,3,233.0
6,45,67.9,6,267.0
2,40,39.4,1,186.0
3,80,55.1,8,209.0
7,60,38.3,8,205.0
9,90,64.6,5,231.0
9,39,26.5,4,193.0
2,64,34.6,6,172.0
8,43,51.4,2,230.0
2,81,27.9,1,129.0
8,44,68.7,4,270.0
7,42,25.4,1,173.0
4,44,60.0,2,233.0
4,68,16.7,7,142.0
10,42,34.5,8,222.0
3,51,71.4,2,247.0
6,43,70.5,1,259.0
5,83,64.7,4,220.0
8,84,62.2,2,218.0
6,79,59.5,6,223.0
6,59,20.8,6,162.0
7,90,53.3,5,202.0
3,56,43.8,6,200.0
3,80,50.7,3,185.0
3,74,26.2,4,144.0
8,67,42.7,8,212.0
3,90,62.5,5,206.0
7,56,15.7,2,145.0
10,41,42.9,3,225.0
3,77,44.8,5,182.0
6,53,32.8,2,178.0
7,90,31.4,7,164.0
6,76,19.7,7,149.0
4,50,25.2,2,159.0
8,48,27.7,3,182.0
4,54,63.5,2,232.0
5,55,46.9,5,211.0
8,48,19.5,2,163.0
6,80,30.3,2,151.0
5,47,44.2,5,212.0
9,39,46.4,7,242.0
8,80,23.8,1,142.0
2,87,19.1,3,113.0
7,86,26.2,2,142.0
8,60,46.1,3,209.0
9,70,57.5,1,221.0
2,39,48.9,2,208.0
3,75,47.4,1,176.0
7,54,57.5,7,245.0
2,75,23.6,4,135.0
5,45,55.6,8,245.0
6,65,68.2,6,251.0
6,40,23.6,8,189.0
4,85,72.3,5,233.0
9,88,36.8,2,168.0
5,81,51.5,1,186.0
8,76,63.5,8,246.0
8,77,17.1,6,146.0
4,75,46.6,1,178.0
2,84,17.5,2,109.0
4,41,20.3,8,175.0
3,88,30.4,7,150.0
3,74,65.9,8,235.0
4,47,18.5,7,163.0
6,81,50.6,2,191.0
6,89,36.9,5,166.0
4,43,69.7,3,256.0
7,51,44.2,4,212.0
3,80,71.9,8,242.0
4,69,47.7,7,203.0
7,89,27.8,4,148.0
3,79,45.6,5,182.0
2,73,18.4,2,120.0
7,81,60.5,8,232.0
2,52,57.4,5,224.0
7,46,35.7,3,196.0
2,85,44.4,6,174.0
9,69,23.5,6,169.0
7,73,19.3,6,151.0
4,56,63.3,5,239.0
7,38,58.4,2,245.0
9,50,51.7,4,235.0
3,55,58.7,5,227.0
4,74,29.4,3,151.0
5,55,50.2,7,223.0
2,66,19.7,8,146.0
2,71,61.1,8,225.0
7,78,23.4,1,140.0
7,76,58.4,4,220.0
8,54,28.2,4,181.0
10,79,29.5,3,167.0
8,61,28.1,8,187.0
4,48,71.7,7,269.0
9,80,47.2,4,201.0
3,49,60.6,7,242.0
8,60,22.3,8,177.0
8,52,61.6,1,240.0
4,79,66.6,5,227.0
5,90,34.6,8,167.0
9,40,35.6,3,208.0
4,54,17.8,2,141.0
10,63,64.8,8,266.0
4,86,24.5,4,134.0
9,59,66.7,1,248.0
6,42,22.4,3,170.0
10,67,71.6,3,261.0
2,41,64.5,7,253.0
3,49,35.3,8,195.0
4,88,28.4,5,143.0
3,73,68.7,6,236.0
3,75,73.0,5,240.0
7,38,34.2,1,194.0
3,59,29.1,8,174.0
8,42,49.3,1,224.0
3,49,31.5,4,175.0
5,60,15.4,6,147.0
4,75,36.5,1,158.0
7,58,59.5,8,249.0
3,88,23.2,8,139.0
4,84,69.5,3,223.0
6,90,23.9,2,130.0
7,44,64.4,5,261.0
4,59,38.4,2,178.0
2,77,49.7,1,176.0
8,82,21.7,3,142.0
5,43,33.0,1,181.0
9,89,72.0,7,253.0
4,65,31.5,6,171.0
9,70,27.7,8,183.0
10,85,35.0,5,179.0
4,51,65.3,8,256.0
5,65,18.3,4,142.0
7,68,39.8,6,196.0
3,89,47.9,5,178.0
5,59,58.4,6,233.0
8,48,51.1,4,232.0
8,88,36.6,5,173.0
4,62,56.9,7,228.0
3,59,60.4,2,218.0
9,74,22.0,2,150.0
10,90,63.0,5,231.0
10,60,26.2,1,170.0
4,70,49.3,7,206.0
6,41,22.7,5,177.0
8,71,68.3,8,259.0
7,62,20.0,2,149.0
4,54,45.0,8,213.0
9,39,25.4,3,188.0
10,64,58.4,7,249.0
4,57,38.5,6,192.0
8,86,15.4,5,133.0
2,51,62.9,5,236.0
6,41,70.8,4,270.0
8,45,40.2,3,209.0
7,64,17.4,8,160.0
3,69,38.8,4,173.0
7,54,35.9,1,184.0
3,60,70.0,5,246.0
8,59,27.1,8,187.0
3,86,41.2,7,173.0
9,81,33.3,6,179.0
4,69,72.7,4,244.0
2,66,71.5,6,244.0
2,76,70.1,7,236.0
10,52,17.5,2,162.0
9,89,46.0,1,182.0
6,42,27.6,4,183.0
5,41,64.8,2,249.0
4,78,26.0,5,147.0
5,60,48.5,8,219.0
6,65,29.0,8,179.0
10,68,54.9,3,227.0
5,60,49.7,7,218.0
6,59,40.3,3,191.0
8,51,30.4,4,188.0
4,60,72.6,6,258.0
3,81,22.7,1,122.0
3,79,30.5,2,142.0
3,38,37.2,4,195.0
4,65,21.2,5,148.0
5,82,24.3,8,153.0
4,50,64.3,1,234.0
6,66,35.1,2,172.0
6,79,46.2,7,199.0
9,61,40.4,8,215.0
2,58,34.2,6,176.0
6,70,68.3,8,254.0
4,53,33.1,7,187.0
9,89,63.5,7,236.0
6,53,23.5,1,157.0
2,60,69.6,8,251.0
7,44,37.3,8,216.0
2,58,49.7,4,201.0
5,38,26.3,8,192.0
7,72,56.7,1,211.0
2,65,46.9,2,183.0
5,53,44.1,5,207.0
5,81,40.2,4,173.0
10,74,57.0,5,232.0
6,51,57.2,4,235.0
6,66,46.1,7,209.0
10,78,44.9,5,205.0
3,48,63.7,2,234.0
7,58,64.3,4,247.0
8,47,48.9,5,231.0
4,63,40.7,6,191.0
2,74,64.8,3,215.0
8,61,71.2,6,267.0
10,46,32.6,5,206.0
8,66,32.2,8,192.0
3,81,17.3,8,133.0
4,51,69.0,2,246.0
4,40,51.1,6,231.0
5,50,58.0,4,234.0
2,51,62.3,6,238.0
5,51,48.0,5,216.0
4,78,72.5,6,243.0
8,80,21.5,6,153.0
5,60,49.5,4,209.0
5,87,24.6,1,128.0
6,87,56.8,5,208.0
2,52,42.0,4,190.0
7,59,35.1,1,178.0
5,67,26.7,8,170.0
2,90,52.4,7,189.0
2,39,29.9,1,167.0
3,39,40.1,6,206.0
2,39,19.9,4,157.0
10,51,40.0,1,205.0
3,75,28.9,7,158.0
6,78,33.2,4,165.0
6,54,16.9,2,146.0
5,71,21.0,3,140.0
7,56,32.4,8,197.0
9,68,45.2,3,204.0
10,74,59.6,5,237.0
9,80,15.0,7,146.0
7,38,53.8,6,248.0
5,62,59.6,3,224.0
2,52,71.0,1,239.0
4,64,70.8,8,257.0
3,55,32.9,2,167.0
7,57,40.0,5,202.0
3,75,29.7,3,147.0
10,67,31.8,8,197.0
4,51,16.1,8,158.0
3,51,35.9,1,173.0
5,72,45.6,5,194.0
9,82,44.6,2,188.0
5,41,23.5,2,166.0
10,83,56.8,5,224.0
8,61,37.7,6,201.0
5,90,32.4,2,144.0
7,41,68.1,1,259.0
5,46,62.8,7,256.0
3,40,60.1,3,236.0
2,67,48.3,3,187.0
5,77,69.6,5,238.0
9,90,67.5,1,225.0
3,38,22.9,6,173.0
8,60,56.3,7,241.0
9,68,24.7,1,157.0
6,74,70.0,2,235.0
10,51,53.2,2,234.0
8,40,32.4,6,207.0
4,89,57.0,4,197.0
9,58,25.8,1,167.0
7,87,58.8,2,206.0
2,50,60.3,7,237.0
5,58,19.8,3,148.0
8,77,62.5,1,222.0
7,47,60.0,4,247.0
7,59,68.8,4,255.0
6,67,64.5,5,239.0
5,40,39.6,4,205.0
8,39,47.7,5,235.0
2,88,72.7,7,231.0
9,48,48.5,5,233.0
7,66,54.2,3,217.0
6,76,54.7,6,215.0
6,77,41.7,7,192.0
6,76,56.7,7,222.0
3,40,57.7,5,238.0
7,60,56.2,8,241.0
2,79,26.1,2,130.0
8,72,43.5,3,194.0
8,49,31.2,1,182.0
2,57,67.0,4,236.0
3,73,17.7,2,122.0
2,80,58.9,4,201.0
5,63,33.1,1,164.0
8,85,33.1,3,163.0
2,87,23.5,7,134.0
3,54,56.4,8,233.0
10,83,72.5,8,265.0
2,75,58.4,3,201.0
6,62,55.9,2,217.0
8,60,21.4,4,163.0
10,51,50.6,5,238.0
9,70,54.2,8,236.0
8,88,23.5,4,144.0
7,47,71.8,4,271.0
6,47,18.3,3,157.0
6,52,43.7,6,213.0
5,44,25.3,3,170.0
3,38,42.6,3,203.0
5,79,16.9,3,125.0
10,69,57.4,2,228.0
2,66,63.2,1,212.0
5,85,23.9,6,143.0
3,74,30.4,2,146.0
7,42,59.3,7,259.0
10,47,69.4,6,282.0
4,65,51.2,8,217.0
10,76,71.9,4,257.0
10,66,58.7,6,245.0
10,60,56.2,6,245.0
3,52,26.4,8,175.0
6,73,72.6,1,238.0
6,71,56.5,7,226.0
7,68,39.8,7,199.0
6,39,47.3,4,225.0
8,76,20.0,2,141.0
5,77,58.0,8,224.0
9,58,56.8,6,244.0
9,82,55.3,7,225.0
10,68,28.7,6,184.0
6,82,34.8,3,162.0
9,64,40.4,1,192.0
9,38,45.4,2,226.0
5,53,72.7,4,261.0
7,84,30.2,4,157.0
4,57,65.8,7,249.0
7,75,47.2,2,193.0
9,80,71.5,3,247.0
10,38,24.4,8,206.0
9,73,59.5,7,241.0
10,85,36.4,4,179.0
9,79,47.4,1,193.0
3,52,67.8,7,254.0
7,51,70.8,1,256.0
3,52,39.1,8,200.0
4,70,48.4,1,186.0
9,76,64.2,2,232.0
3,73,22.0,3,133.0
9,68,27.5,5,175.0
7,87,37.8,7,179.0
9,89,36.4,4,172.0
4,58,48.2,4,204.0
2,57,40.8,8,196.0
4,66,33.0,3,164.0
3,81,55.8,8,210.0
6,76,59.3,7,228.0
7,78,70.3,6,248.0
3,84,25.7,5,138.0
10,59,24.5,1,167.0
4,75,34.4,4,163.0
3,44,32.1,2,174.0
6,42,63.5,4,255.0
3,45,64.1,2,237.0
8,42,53.5,4,241.0
4,61,32.2,7,179.0
9,42,48.3,4,234.0
2,87,19.3,2,110.0
2,80,23.1,2,123.0
9,64,56.0,8,244.0
3,82,38.1,3,158.0
7,82,60.5,1,210.0
6,54,65.0,4,248.0
7,65,72.3,5,260.0
4,43,54.7,3,227.0
7,40,65.5,5,267.0
9,61,72.6,5,271.0
5,39,66.6,6,266.0
6,49,36.9,7,205.0
3,53,24.4,1,148.0
5,84,30.1,4,150.0
3,55,29.7,8,179.0
6,62,67.5,2,240.0
6,40,32.9,8,207.0
9,45,53.6,5,246.0
6,66,54.5,5,220.0
8,52,62.1,1,241.0
9,63,23.8,2,162.0
7,46,31.3,6,197.0
6,52,32.5,2,179.0
4,76,72.4,5,241.0
2,88,33.4,5,147.0
8,56,72.6,2,262.0
4,64,62.8,8,241.0
6,46,17.8,1,151.0
8,79,52.4,8,221.0
7,67,59.8,4,230.0
10,69,35.0,3,186.0
2,83,71.2,1,214.0
8,72,47.6,1,196.0
10,79,29.0,3,166.0
5,45,28.9,5,183.0
8,39,39.1,6,221.0
3,46,63.1,7,250.0
7,56,34.6,7,198.0
6,56,70.8,3,255.0
4,48,43.3,3,200.0
8,62,59.0,3,233.0
8,38,41.1,7,229.0
8,52,67.5,5,264.0
6,47,48.3,6,226.0
4,39,20.7,8,177.0
4,60,46.4,7,208.0
6,88,31.1,6,159.0
7,47,34.4,8,208.0
10,66,55.1,5,235.0
2,85,27.5,1,125.0
2,62,64.0,1,217.0
6,45,27.1,4,180.0
3,71,34.8,3,161.0
9,38,21.7,5,188.0
7,76,33.3,7,179.0
9,65,49.0,5,220.0
9,45,15.8,2,161.0
4,82,26.5,4,141.0
5,81,33.0,8,171.0
5,44,47.0,3,214.0
9,83,22.1,8,161.0
2,75,56.3,7,209.0
5,41,43.0,1,202.0
2,69,21.4,3,132.0
6,79,63.2,4,224.0
2,38,69.3,3,253.0
3,52,53.7,5,220.0
4,76,15.6,7,134.0
2,40,33.9,8,196.0
7,42,38.2,5,211.0
5,54,44.1,4,203.0
7,49,25.6,1,168.0
3,89,39.8,4,159.0
3,67,38.8,2,169.0
6,51,36.4,6,199.0
3,86,64.0,3,207.0
7,38,68.6,3,268.0
5,89,40.8,4,168.0
7,61,15.2,4,146.0
4,78,21.2,1,125.0
10,41,56.7,8,268.0
8,77,68.8,4,243.0
5,80,52.3,2,192.0
5,72,46.0,3,189.0
10,60,61.0,2,242.0
8,88,65.8,2,222.0
6,82,57.9,4,211.0
3,90,42.9,7,173.0
9,66,59.4,7,246.0
10,70,49.5,8,230.0
5,73,28.8,4,157.0
8,55,17.2,6,164.0
6,89,58.3,1,197.0
5,70,36.5,3,172.0
3,55,64.6,1,227.0
5,63,69.9,1,238.0
8,86,65.6,1,221.0
5,59,24.8,5,163.0
6,88,38.6,8,180.0
2,74,50.5,6,195.0
8,48,33.9,1,188.0
7,88,26.0,6,152.0
4,81,57.9,7,214.0
9,57,55.7,6,243.0
10,89,18.0,3,136.0
2,70,57.3,5,209.0
5,67,69.5,5,246.0
6,58,72.2,2,253.0
8,65,62.2,4,240.0
10,72,63.0,7,252.0
9,90,18.4,1,126.0
3,41,69.0,3,253.0
10,55,49.4,2,223.0
6,55,38.3,8,206.0
8,80,58.3,4,220.0
4,50,55.5,6,232.0
4,80,43.8,2,172.0
7,62,16.2,6,153.0
2,43,47.1,4,208.0
2,41,48.8,8,225.0
8,52,59.3,8,257.0
8,87,29.1,6,162.0
5,72,15.9,3,129.0
4,65,68.9,5,243.0
7,60,23.3,6,169.0
6,65,39.1,1,178.0
9,40,16.6,3,170.0
5,50,15.0,3,145.0
3,79,53.0,7,203.0
10,84,37.2,6,187.0
2,67,35.0,2,158.0
10,89,63.8,8,243.0
9,45,18.3,4,172.0
10,38,47.2,1,230.0
6,79,23.3,8,156.0
4,80,16.9,7,133.0
7,57,70.8,8,273.0
10,77,62.5,4,238.0
5,80,63.9,7,230.0
5,82,44.7,2,175.0
10,69,47.0,2,207.0
10,71,32.0,5,185.0
3,45,64.7,5,248.0
8,80,63.5,3,227.0
6,67,36.6,8,193.0
4,65,42.6,4,187.0
7,90,39.3,5,174.0
5,83,39.5,4,170.0
7,42,55.7,3,239.0
2,83,56.3,5,196.0
2,49,35.0,8,191.0
2,84,17.0,4,114.0
7,46,17.8,3,161.0
8,55,16.5,4,157.0
6,47,58.8,7,250.0
6,51,46.9,3,211.0
5,83,52.4,8,208.0
10,51,51.7,8,249.0
6,48,53.5,2,224.0
7,75,21.7,1,139.0
2,71,53.6,7,207.0
10,78,69.9,6,258.0
8,76,68.9,4,244.0
6,61,23.6,1,150.0
8,44,39.8,2,206.0
7,48,71.8,7,279.0
8,77,19.3,3,142.0
5,80,56.5,6,212.0
9,68,23.4,4,164.0
2,86,54.1,6,193.0
8,50,35.6,4,199.0
10,40,62.0,8,279.0
6,62,53.9,6,225.0
8,60,58.2,3,233.0
3,61,55.7,8,226.0
10,57,54.4,7,247.0
4,61,63.1,1,223.0
7,84,22.1,7,150.0
2,58,49.3,1,191.0
6,52,54.8,6,235.0
3,59,67.0,1,229.0
8,84,35.9,7,181.0
3,75,70.2,4,231.0
6,76,52.1,6,210.0
3,70,49.0,8,205.0
8,87,47.4,7,202.0
10,85,15.8,5,141.0
7,51,52.4,2,223.0
3,88,61.2,4,202.0
6,77,43.6,8,199.0
9,85,29.4,2,156.0
10,57,42.8,4,215.0
7,67,45.1,7,210.0
6,39,26.5,8,195.0
9,40,59.4,4,258.0
5,70,23.1,5,151.0
8,77,37.6,1,172.0
5,76,34.2,8,177.0
5,41,16.1,6,164.0
4,55,32.7,2,170.0
5,90,21.3,2,122.0
8,75,70.9,4,249.0
5,53,28.6,4,173.0
7,81,64.5,7,237.0
9,83,30.9,8,178.0
9,67,58.0,8,246.0
9,51,72.6,1,267.0
2,45,23.8,6,166.0
7,68,41.7,5,196.0
9,66,53.5,1,216.0
5,42,45.8,3,213.0
9,60,51.3,5,229.0
9,47,33.1,4,200.0
9,84,21.1,1,137.0
3,87,20.6,5,125.0
5,61,32.3,2,167.0
3,46,43.5,7,211.0
10,64,27.9,3,176.0
3,72,20.2,8,146.0
8,47,55.0,2,234.0
8,53,63.2,8,264.0
9,82,25.2,3,153.0
7,74,28.8,3,160.0
6,46,43.2,5,214.0
10,40,69.4,5,285.0
3,81,69.9,3,222.0
2,90,34.3,7,153.0
5,43,25.2,6,180.0
5,55,39.8,5,196.0
5,86,32.7,3,151.0
10,45,37.9,7,224.0
7,81,68.8,2,231.0
4,88,62.9,2,203.0
5,89,61.2,3,205.0
3,43,44.7,1,197.0
10,89,32.0,1,158.0
7,58,50.1,8,230.0
10,69,42.3,6,210.0
3,90,34.0,3,143.0
8,87,64.4,3,223.0
6,53,25.1,3,166.0
2,39,32.3,1,172.0
3,67,65.2,4,228.0
3,39,35.9,4,192.0
6,76,58.4,6,223.0
9,55,21.5,6,176.0
5,85,66.7,2,217.0
8,85,67.1,3,230.0
5,72,47.1,4,194.0
8,72,69.1,4,248.0
6,64,47.5,5,208.0
2,85,41.4,2,156.0
7,52,67.9,8,271.0
3,68,71.2,7,248.0
10,84,28.9,3,162.0
4,63,70.5,7,254.0
9,55,39.1,4,205.0
4,81,64.7,6,225.0
10,54,59.8,5,254.0
7,67,23.6,7,167.0
8,45,50.8,2,228.0
4,77,52.6,8,210.0
3,85,61.6,1,197.0
10,44,32.1,6,210.0
8,57,49.5,7,230.0
10,60,49.2,1,216.0
5,81,23.2,2,133.0
5,44,45.8,3,211.0
8,85,33.3,6,172.0
5,43,46.9,4,217.0
9,52,57.7,7,254.0
9,60,17.6,5,162.0
8,58,60.9,4,243.0
10,75,60.2,7,244.0
3,56,54.0,5,217.0
9,66,55.0,8,240.0
2,73,17.1,8,135.0
10,84,17.1,2,135.0
9,70,66.4,4,248.0
5,47,59.6,5,243.0
8,81,17.3,4,137.0
9,47,31.8,7,207.0
7,44,60.8,3,248.0
9,89,15.3,8,142.0
9,90,28.4,7,165.0
7,66,28.2,7,177.0
5,57,34.1,2,174.0
7,53,20.2,2,157.0
4,46,17.7,1,144.0
5,63,50.6,8,221.0
6,39,69.6,6,275.0
4,58,32.1,4,172.0
7,79,37.1,4,175.0
9,38,16.1,5,177.0
4,89,31.5,4,146.0
10,44,55.4,8,263.0
2,54,56.9,4,218.0
6,46,29.2,7,192.0
9,64,47.4,6,221.0
6,68,71.6,6,256.0
8,73,67.1,5,246.0
10,49,68.8,8,285.0
6,78,44.2,2,181.0
7,69,61.1,2,225.0
6,57,27.5,2,165.0
7,73,41.7,3,186.0
7,51,24.7,1,164.0
9,57,62.1,7,259.0
3,90,23.4,6,131.0
7,79,63.8,4,228.0
5,67,28.3,4,161.0
3,49,29.4,4,171.0
6,58,43.1,3,198.0
10,74,29.8,1,166.0
6,82,61.6,6,224.0
4,76,63.9,4,221.0
3,60,33.0,5,172.0
9,63,58.0,7,246.0
4,45,15.1,3,146.0
8,89,62.7,6,228.0
8,46,22.7,4,177.0
2,43,22.1,5,161.0
4,43,15.6,7,161.0
6,60,67.8,5,252.0
6,73,66.5,6,241.0
7,51,55.2,5,237.0
9,52,53.8,6,243.0
3,64,65.7,8,243.0
4,72,49.8,7,205.0
2,89,39.5,4,155.0
7,74,53.3,3,209.0
10,83,39.5,6,193.0
8,81,24.2,4,151.0
7,41,47.3,7,236.0
2,84,66.5,6,219.0
10,62,58.2,7,250.0
7,64,70.8,7,264.0
5,68,60.3,3,221.0
4,73,32.5,3,158.0
3,83,72.3,2,223.0
5,75,65.8,7,238.0
3,71,29.7,5,156.0
9,41,59.8,1,249.0
4,82,66.5,5,224.0
8,73,40.0,3,186.0
10,41,56.4,8,267.0
5,41,45.9,4,217.0
5,41,17.5,1,151.0
3,40,63.2,8,258.0
2,40,26.6,7,178.0
4,82,55.6,2,193.0
10,44,30.0,4,200.0
9,56,29.1,8,197.0
4,90,39.9,2,156.0
4,62,49.2,3,200.0
4,62,56.1,5,220.0
4,60,48.8,3,201.0
2,61,64.1,1,218.0
9,83,54.8,5,217.0
4,54,34.5,2,174.0
3,55,52.1,4,211.0
9,43,35.0,4,207.0
4,85,72.5,1,222.0
7,66,26.7,4,165.0
9,70,67.6,7,259.0
7,85,60.9,1,209.0
10,73,29.4,3,172.0
2,69,39.4,6,177.0
2,55,47.2,6,204.0
2,44,31.8,5,179.0
8,44,17.7,8,181.0
5,53,29.7,8,187.0
2,64,43.7,5,187.0
10,48,56.0,8,260.0
4,63,28.3,2,154.0
3,52,69.7,3,246.0
5,80,56.8,1,198.0
6,52,18.4,5,160.0
4,82,69.6,6,234.0
4,52,28.6,5,173.0
3,47,55.6,3,222.0
10,84,59.2,2,219.0
6,50,39.9,4,201.0
3,79,31.9,7,160.0
10,62,23.0,1,162.0
3,46,64.3,2,237.0
7,56,18.9,4,158.0
4,60,62.4,6,237.0
2,51,41.1,2,183.0
7,41,43.7,8,232.0
8,47,54.6,4,240.0
8,64,57.1,3,228.0
7,40,41.1,1,206.0
7,71,32.6,2,167.0
6,79,53.1,5,207.0
8,62,24.1,5,170.0
6,78,30.1,3,156.0
7,89,56.8,2,200.0
8,63,35.9,1,180.0
3,90,44.8,4,168.0
4,57,39.3,7,197.0
4,67,17.8,3,133.0
7,79,62.2,5,228.0
9,64,29.2,5,181.0
9,59,34.1,5,195.0
2,80,22.3,7,137.0
5,55,15.7,8,157.0
5,46,23.7,8,181.0
7,82,62.6,6,230.0
4,43,15.3,7,160.0
3,75,46.0,5,186.0
5,58,62.5,2,230.0
6,79,35.7,4,169.0
5,64,54.9,8,228.0
5,55,37.0,2,182.0
4,73,54.4,3,201.0
9,74,42.6,1,188.0
6,49,70.7,2,257.0
7,70,22.2,3,150.0
8,81,29.4,4,162.0
3,67,68.5,3,231.0
2,56,15.8,5,138.0
9,50,24.6,2,175.0
9,60,44.9,2,207.0
9,70,56.5,7,237.0
5,44,60.4,6,250.0
3,57,28.3,6,168.0
7,56,24.9,7,179.0
9,85,29.9,6,169.0
9,71,24.1,6,169.0
4,83,36.1,2,154.0
9,57,52.6,3,228.0
6,76,68.1,5,239.0
9,87,27.6,1,147.0
2,52,31.6,7,178.0
4,72,23.7,4,144.0
7,77,54.6,1,203.0
10,78,65.3,4,242.0
3,62,44.4,1,181.0
6,45,43.2,8,224.0
10,69,57.3,7,243.0
6,83,38.6,3,168.0
4,63,37.6,1,170.0
5,72,20.2,2,134.0
6,60,65.0,4,243.0
7,66,32.0,4,176.0
4,68,54.1,1,199.0
6,78,42.2,1,174.0
8,49,47.3,1,214.0
9,76,49.0,7,217.0
2,79,38.8,2,156.0
9,43,20.9,4,179.0
7,73,63.3,6,238.0
3,67,61.4,8,232.0
9,64,58.9,2,232.0
6,90,24.5,4,138.0
9,68,47.3,4,211.0
10,51,22.8,3,177.0
10,50,42.2,3,216.0
7,54,22.8,7,176.0
3,85,35.1,5,156.0
10,71,43.1,8,216.0
4,61,22.1,8,162.0
10,62,51.1,5,230.0
7,75,69.8,8,256.0
10,49,24.8,7,194.0
9,61,21.9,7,175.0
7,63,17.1,3,145.0
2,88,64.6,8,218.0
3,51,17.8,1,137.0
2,48,67.2,3,241.0
6,86,41.0,5,177.0
7,45,47.4,4,223.0
7,61,30.2,7,185.0
5,42,42.6,5,213.0
4,56,41.6,5,196.0
3,60,65.6,5,237.0
8,44,61.9,2,251.0
6,39,44.3,5,222.0
6,77,31.1,5,164.0
4,41,36.7,7,204.0
4,57,64.6,1,229.0
9,38,51.8,3,242.0
2,61,67.4,7,243.0
8,55,57.9,8,252.0
2,65,43.0,8,194.0
4,65,64.5,1,222.0
6,46,41.6,7,217.0
4,39,15.0,8,166.0
4,56,38.8,4,187.0
3,56,16.2,1,130.0
10,65,46.3,2,209.0
3,75,15.4,1,113.0
7,40,26.5,3,183.0
5,51,35.8,4,189.0
9,65,22.9,8,177.0
7,46,60.1,5,251.0
6,51,61.3,4,243.0
5,83,44.5,3,177.0
7,80,23.3,7,156.0
5,43,47.8,5,222.0
7,56,60.8,2,235.0
3,75,68.2,2,221.0
6,44,61.1,5,251.0
5,66,68.4,6,248.0
6,40,38.1,5,209.0
5,71,44.1,6,195.0
9,68,25.6,4,168.0
9,40,42.4,4,224.0
4,46,37.2,8,204.0
6,68,16.9,3,137.0
4,55,68.6,1,238.0
8,53,45.8,8,229.0
10,57,17.9,7,174.0
2,52,28.7,5,167.0
10,74,68.2,2,245.0
4,82,60.3,8,221.0
7,71,70.7,5,252.0
4,74,36.9,2,163.0
8,56,53.6,3,227.0
3,79,57.2,8,214.0
10,53,25.3,4,183.0
7,41,15.9,6,170.0
6,90,48.3,7,194.0
2,56,35.1,1,164.0
6,77,28.3,6,162.0
9,54,21.8,8,184.0
6,48,17.4,6,164.0
6,83,15.8,7,135.0
8,82,41.7,3,182.0
6,75,39.0,7,188.0
3,79,58.7,6,211.0
3,53,21.5,2,146.0
7,43,24.2,2,173.0
10,55,62.0,4,255.0
6,85,42.1,7,186.0
6,85,24.6,2,136.0
2,66,48.0,4,191.0
3,43,26.9,2,165.0
9,70,30.7,8,189.0
5,53,61.5,1,229.0
10,78,66.7,8,257.0
3,73,72.3,7,246.0
2,89,32.1,1,131.0
4,74,31.2,8,170.0
5,81,72.0,7,246.0
8,65,29.2,8,186.0
6,56,29.3,4,175.0
8,58,33.2,5,191.0
4,47,59.4,7,245.0
9,90,55.6,3,207.0
2,88,29.1,4,135.0
2,40,27.4,3,168.0
2,49,63.9,3,233.0
5,43,58.7,6,247.0
6,67,37.6,4,183.0
10,53,44.3,7,230.0
10,89,72.8,5,251.0
7,79,18.2,1,128.0
2,52,55.7,1,208.0
8,40,38.5,8,225.0
7,39,51.7,5,240.0
10,45,17.2,5,176.0
8,62,26.2,2,165.0
7,39,58.6,6,257.0
5,75,41.7,6,187.0
8,68,48.1,3,206.0
6,53,16.8,7,162.0
10,75,38.2,3,188.0
2,65,35.4,8,178.0
8,51,27.8,5,186.0
6,82,68.4,6,238.0
5,74,53.4,4,205.0
3,84,23.1,1,121.0
5,87,61.5,6,217.0
8,78,42.5,1,181.0
4,58,18.8,1,137.0
10,77,46.1,7,214.0
10,50,60.8,1,247.0
3,82,57.4,5,203.0
5,45,67.4,6,263.0
9,71,23.2,7,170.0
7,49,57.1,8,252.0
2,81,64.4,2,205.0
5,40,28.1,4,182.0
6,56,47.7,2,206.0
4,69,26.8,5,156.0
5,62,63.1,3,231.0
4,58,58.6,1,216.0
9,57,54.8,3,232.0
10,83,35.3,1,169.0
8,48,36.2,7,211.0
